string_combination,,id,em,dm,events,lat_play,trips,seeds,tnb,online,ap,tp,string,sum,organization,total_amount,group,color,segment,Opportunities,,,
DM EM Trips Try n' Buy Third Party Lattice Play,,658,1,1,0,1,1,0,1,0,0,1,1101101001,6,DM EM  Trips  Try n' Buy Third Party Lattice Play,453823,High,#7AB800,PCA,18,,,
DM EM Seeds Trips Lattice Play,,659,1,1,0,1,1,1,0,0,0,0,1101110000,5,DM EM Keep It  Trips  Lattice Play,56000,High,#7AB800,PCA,2,,,
DM EM Account's Play,,660,1,1,0,0,0,0,0,0,1,0,1100000010,3,DM EM Account's Play ,45000,Medium,#c1d82f,PCA,3,,,
DM EM Account's Play Lattice Play,,661,1,1,0,1,0,0,0,0,1,0,1101000010,4,DM EM Account's Play Lattice Play,29957,Low,#DC5034,PCA,145,,,
DM EM Account's Play Third Party,,662,1,1,0,0,0,0,0,0,1,1,1100000011,4,DM EM Account's Play Third Party ,49510,Medium,#c1d82f,PCA,8,,,
DM EM Account's Play Third Party Lattice Play,,663,1,1,0,1,0,0,0,0,1,1,1101000011,5,DM EM Account's Play Third Party Lattice Play,32393,Low,#DC5034,PCA,35,,,
DM EM Account's Play Trips,,664,1,1,0,0,1,0,0,0,1,0,1100100010,4,DM EM Account's Play Trips  ,48377,Medium,#c1d82f,PCA,7,,,
DM EM Account's Play Trips Lattice Play,,665,1,1,0,1,1,0,0,0,1,0,1101100010,5,DM EM Account's Play Trips  Lattice Play,48934,Medium,#c1d82f,PCA,221,,,
DM EM Account's Play Trips Third Party,,666,1,1,0,0,1,0,0,0,1,1,1100100011,5,DM EM Account's Play Trips Third Party ,33500,Medium,#c1d82f,PCA,2,,,
DM EM Account's Play Trips Third Party Lattice Play,,667,1,1,0,1,1,0,0,0,1,1,1101100011,6,DM EM Account's Play Trips Third Party Lattice Play,38344,Medium,#c1d82f,PCA,51,,,
DM EM Account's Play Seeds Trips Lattice Play,,668,1,1,0,1,1,1,0,0,1,0,1101110010,6,DM EM Account's Play Keep It  Trips  Lattice Play,41600,Medium,#c1d82f,PCA,1,,,
DM EM Events,,669,1,1,1,0,0,0,0,0,0,0,1110000000,3,DM EM Events,41767,Medium,#c1d82f,PCA,4,,,
DM EM Events Lattice Play,,670,1,1,1,1,0,0,0,0,0,0,1111000000,4,DM EM Events Lattice Play,25308,Low,#DC5034,PCA,58,,,
DM EM Events Third Party Lattice Play,,671,1,1,1,1,0,0,0,0,0,1,1111000001,5,DM EM Events Third Party Lattice Play,33207,Medium,#c1d82f,PCA,15,,,
DM EM EventsTry n' Buy,,672,1,1,1,0,0,0,1,0,0,0,1110001000,4,DM EM EventsTry n' Buy,21000,Low,#DC5034,PCA,1,,,
DM EM Events Trips,,673,1,1,1,0,1,0,0,0,0,0,1110100000,4,DM EM Events  Trips  ,58059,High,#7AB800,PCA,26,,,
DM EM Events Trips Lattice Play,,674,1,1,1,1,1,0,0,0,0,0,1111100000,5,DM EM Events  Trips  Lattice Play,37329,Medium,#c1d82f,PCA,197,,,
DM EM Events Trips Third Party,,675,1,1,1,0,1,0,0,0,0,1,1110100001,5,DM EM Events  Trips Third Party ,32589,Medium,#c1d82f,PCA,3,,,
DM EM Events Trips Third Party Lattice Play,,676,1,1,1,1,1,0,0,0,0,1,1111100001,6,DM EM Events  Trips Third Party Lattice Play,31949,Low,#DC5034,PCA,62,,,
DM EM Events Trips Try n' Buy Lattice Play,,677,1,1,1,1,1,0,1,0,0,0,1111101000,6,DM EM Events  Trips  Try n' Buy Lattice Play,167102,High,#7AB800,PCA,4,,,
DM EM Events Account's Play,,678,1,1,1,0,0,0,0,0,1,0,1110000010,4,DM EM Events Account's Play ,23403,Low,#DC5034,PCA,2,,,
DM EM Events Account's Play Lattice Play,,679,1,1,1,1,0,0,0,0,1,0,1111000010,5,DM EM Events Account's Play Lattice Play,27538,Low,#DC5034,PCA,19,,,
DM EM Events Account's Play Third Party Lattice Play,,680,1,1,1,1,0,0,0,0,1,1,1111000011,6,DM EM Events Account's Play Third Party Lattice Play,14063,Low,#DC5034,PCA,8,,,
DM EM Events Account's Play Trips,,681,1,1,1,0,1,0,0,0,1,0,1110100010,5,DM EM Events Account's Play Trips  ,35589,Medium,#c1d82f,PCA,19,,,
DM EM Events Account's Play Trips Lattice Play,,682,1,1,1,1,1,0,0,0,1,0,1111100010,6,DM EM Events Account's Play Trips  Lattice Play,134282,High,#7AB800,PCA,111,,,
DM EM Events Account's Play Trips Third Party,,683,1,1,1,0,1,0,0,0,1,1,1110100011,6,DM EM Events Account's Play Trips Third Party ,27802,Low,#DC5034,PCA,3,,,
DM EM Events Account's Play Trips Third Party Lattice Play,,684,1,1,1,1,1,0,0,0,1,1,1111100011,7,DM EM Events Account's Play Trips Third Party Lattice Play,41657,Medium,#c1d82f,PCA,41,,,
DM EM Online,,685,1,1,0,0,0,0,0,1,0,0,1100000100,3,DM EM Online ,30636,Low,#DC5034,PCA,55,,,
DM EM Online Lattice Play,,686,1,1,0,1,0,0,0,1,0,0,1101000100,4,DM EM Online Lattice Play,30906,Low,#DC5034,PCA,2106,,,
DM EM Online Third Party,,687,1,1,0,0,0,0,0,1,0,1,1100000101,4,DM EM Online Third Party ,51303,High,#7AB800,PCA,17,,,
DM EM Online Third Party Lattice Play,,688,1,1,0,1,0,0,0,1,0,1,1101000101,5,DM EM Online Third Party Lattice Play,29260,Low,#DC5034,PCA,582,,,
DM EM Online Trips,,689,1,1,0,0,1,0,0,1,0,0,1100100100,4,DM EM Online Trips  ,44202,Medium,#c1d82f,PCA,18,,,
DM EM Online Trips Lattice Play,,690,1,1,0,1,1,0,0,1,0,0,1101100100,5,DM EM Online Trips  Lattice Play,40603,Medium,#c1d82f,PCA,2726,,,
DM EM Online Trips Third Party,,691,1,1,0,0,1,0,0,1,0,1,1100100101,5,DM EM Online Trips Third Party ,45610,Medium,#c1d82f,PCA,12,,,
DM EM Online Trips Third Party Lattice Play,,692,1,1,0,1,1,0,0,1,0,1,1101100101,6,DM EM Online Trips Third Party Lattice Play,44790,Medium,#c1d82f,PCA,1124,,,
DM EM Online Trips Try n' Buy Lattice Play,,693,1,1,0,1,1,0,1,1,0,0,1101101100,6,DM EM Online Trips  Try n' Buy Lattice Play,77348,High,#7AB800,PCA,8,,,
DM EM Online Trips Try n' Buy Third Party Lattice Play,,694,1,1,0,1,1,0,1,1,0,1,1101101101,7,DM EM Online Trips  Try n' Buy Third Party Lattice Play,42520,Medium,#c1d82f,PCA,9,,,
DM EM Online Seeds Trips Third Party Lattice Play,,695,1,1,0,1,1,1,0,1,0,1,1101110101,7,DM EM Online Keep It  Trips Third Party Lattice Play,30833,Low,#DC5034,PCA,6,,,
DM EM Online Account's Play,,696,1,1,0,0,0,0,0,1,1,0,1100000110,4,DM EM Online Account's Play ,46500,Medium,#c1d82f,PCA,2,,,
DM EM Online Account's Play Lattice Play,,697,1,1,0,1,0,0,0,1,1,0,1101000110,5,DM EM Online Account's Play Lattice Play,33125,Medium,#c1d82f,PCA,570,,,
DM EM Online Account's Play Third Party,,698,1,1,0,0,0,0,0,1,1,1,1100000111,5,DM EM Online Account's Play Third Party ,20000,Low,#DC5034,PCA,1,,,
DM EM Online Account's Play Third Party Lattice Play,,699,1,1,0,1,0,0,0,1,1,1,1101000111,6,DM EM Online Account's Play Third Party Lattice Play,34505,Medium,#c1d82f,PCA,194,,,
DM EM Online Account's Play Trips,,700,1,1,0,0,1,0,0,1,1,0,1100100110,5,DM EM Online Account's Play Trips  ,27541,Low,#DC5034,PCA,6,,,
DM EM Online Account's Play Trips Lattice Play,,701,1,1,0,1,1,0,0,1,1,0,1101100110,6,DM EM Online Account's Play Trips  Lattice Play,47987,Medium,#c1d82f,PCA,1829,,,
DM EM Online Account's Play Trips Third Party,,702,1,1,0,0,1,0,0,1,1,1,1100100111,6,DM EM Online Account's Play Trips Third Party ,50000,High,#7AB800,PCA,1,,,
DM EM Online Account's Play Trips Third Party Lattice Play,,703,1,1,0,1,1,0,0,1,1,1,1101100111,7,DM EM Online Account's Play Trips Third Party Lattice Play,48930,Medium,#c1d82f,PCA,952,,,
DM EM Online Account's Play Trips Try n' Buy Lattice Play,,704,1,1,0,1,1,0,1,1,1,0,1101101110,7,DM EM Online Account's Play Trips  Try n' Buy Lattice Play,45174,Medium,#c1d82f,PCA,15,,,
DM EM Online Account's Play Trips Try n' Buy Third Party Lattice Play,,705,1,1,0,1,1,0,1,1,1,1,1101101111,8,DM EM Online Account's Play Trips  Try n' Buy Third Party Lattice Play,55586,High,#7AB800,PCA,25,,,
DM EM Online Account's Play Seeds Trips Lattice Play,,706,1,1,0,1,1,1,0,1,1,0,1101110110,7,DM EM Online Account's Play Keep It  Trips  Lattice Play,507500,High,#7AB800,PCA,2,,,
DM EM Online Account's Play Seeds Trips Third Party Lattice Play,,707,1,1,0,1,1,1,0,1,1,1,1101110111,8,DM EM Online Account's Play Keep It  Trips Third Party Lattice Play,51333,High,#7AB800,PCA,3,,,
DM EM Online Account's Play Seeds Trips Try n' Buy Third Party Lattice Play,,708,1,1,0,1,1,1,1,1,1,1,1101111111,9,DM EM Online Account's Play Keep It  Trips  Try n' Buy Third Party Lattice Play,148500,High,#7AB800,PCA,4,,,
DM EM Online Events,,709,1,1,1,0,0,0,0,1,0,0,1110000100,4,DM EM Online Events,69125,High,#7AB800,PCA,4,,,
DM EM Online Events Lattice Play,,710,1,1,1,1,0,0,0,1,0,0,1111000100,5,DM EM Online Events Lattice Play,33831,Medium,#c1d82f,PCA,200,,,
DM EM Online Events Third Party,,711,1,1,1,0,0,0,0,1,0,1,1110000101,5,DM EM Online Events Third Party ,205000,High,#7AB800,PCA,2,,,
DM EM Online Events Third Party Lattice Play,,712,1,1,1,1,0,0,0,1,0,1,1111000101,6,DM EM Online Events Third Party Lattice Play,54020,High,#7AB800,PCA,80,,,
DM EM Online Events Trips,,713,1,1,1,0,1,0,0,1,0,0,1110100100,5,DM EM Online Events  Trips  ,25203,Low,#DC5034,PCA,8,,,
DM EM Online Events Trips Lattice Play,,714,1,1,1,1,1,0,0,1,0,0,1111100100,6,DM EM Online Events  Trips  Lattice Play,44270,Medium,#c1d82f,PCA,1167,,,
DM EM Online Events Trips Third Party,,715,1,1,1,0,1,0,0,1,0,1,1110100101,6,DM EM Online Events  Trips Third Party ,275421,High,#7AB800,PCA,5,,,
DM EM Online Events Trips Third Party Lattice Play,,716,1,1,1,1,1,0,0,1,0,1,1111100101,7,DM EM Online Events  Trips Third Party Lattice Play,55151,High,#7AB800,PCA,722,,,
DM EM Online Events Trips Try n' Buy Lattice Play,,717,1,1,1,1,1,0,1,1,0,0,1111101100,7,DM EM Online Events  Trips  Try n' Buy Lattice Play,530000,High,#7AB800,PCA,2,,,
DM EM Online Events Trips Try n' Buy Third Party Lattice Play,,718,1,1,1,1,1,0,1,1,0,1,1111101101,8,DM EM Online Events  Trips  Try n' Buy Third Party Lattice Play,132584,High,#7AB800,PCA,12,,,
DM EM Online Events Seeds Trips Lattice Play,,719,1,1,1,1,1,1,0,1,0,0,1111110100,7,DM EM Online Events Keep It  Trips  Lattice Play,40000,Medium,#c1d82f,PCA,2,,,
DM EM Online Events Seeds Trips Third Party Lattice Play,,720,1,1,1,1,1,1,0,1,0,1,1111110101,8,DM EM Online Events Keep It  Trips Third Party Lattice Play,68255,High,#7AB800,PCA,3,,,
DM EM Online Events Seeds Trips Try n' Buy Third Party Lattice Play,,721,1,1,1,1,1,1,1,1,0,1,1111111101,9,DM EM Online Events Keep It  Trips  Try n' Buy Third Party Lattice Play,50000,High,#7AB800,PCA,2,,,
DM EM Online Events Account's Play Lattice Play,,722,1,1,1,1,0,0,0,1,1,0,1111000110,6,DM EM Online Events Account's Play Lattice Play,27399,Low,#DC5034,PCA,70,,,
DM EM Online Events Account's Play Third Party,,723,1,1,1,0,0,0,0,1,1,1,1110000111,6,DM EM Online Events Account's Play Third Party ,20000,Low,#DC5034,PCA,1,,,
DM EM Online Events Account's Play Third Party Lattice Play,,724,1,1,1,1,0,0,0,1,1,1,1111000111,7,DM EM Online Events Account's Play Third Party Lattice Play,29563,Low,#DC5034,PCA,29,,,
DM EM Online Events Account's Play Trips,,725,1,1,1,0,1,0,0,1,1,0,1110100110,6,DM EM Online Events Account's Play Trips  ,40000,Medium,#c1d82f,PCA,1,,,
DM EM Online Events Account's Play Trips Lattice Play,,726,1,1,1,1,1,0,0,1,1,0,1111100110,7,DM EM Online Events Account's Play Trips  Lattice Play,53995,High,#7AB800,PCA,1236,,,
DM EM Online Events Account's Play Trips Third Party,,727,1,1,1,0,1,0,0,1,1,1,1110100111,7,DM EM Online Events Account's Play Trips Third Party ,47900,Medium,#c1d82f,PCA,3,,,
DM EM Online Events Account's Play Trips Third Party Lattice Play,,728,1,1,1,1,1,0,0,1,1,1,1111100111,8,DM EM Online Events Account's Play Trips Third Party Lattice Play,68430,High,#7AB800,PCA,1188,,,
DM EM Online Events Account's Play Trips Try n' Buy Lattice Play,,729,1,1,1,1,1,0,1,1,1,0,1111101110,8,DM EM Online Events Account's Play Trips  Try n' Buy Lattice Play,216000,High,#7AB800,PCA,1,,,
DM EM Online Events Account's Play Trips Try n' Buy Third Party Lattice Play,,730,1,1,1,1,1,0,1,1,1,1,1111101111,9,DM EM Online Events Account's Play Trips  Try n' Buy Third Party Lattice Play,41491,Medium,#c1d82f,PCA,12,,,
DM EM Online Events Account's Play Seeds Trips Lattice Play,,731,1,1,1,1,1,1,0,1,1,0,1111110110,8,DM EM Online Events Account's Play Keep It  Trips  Lattice Play,22500,Low,#DC5034,PCA,1,,,
DM EM Online Events Account's Play Seeds Trips Third Party Lattice Play,,732,1,1,1,1,1,1,0,1,1,1,1111110111,9,DM EM Online Events Account's Play Keep It  Trips Third Party Lattice Play,20000,Low,#DC5034,PCA,1,,,
Lattice Play,,733,0,0,0,1,0,0,0,0,0,0,1000000,1, Lattice Play,24264,Low,#DC5034,PPA,31,,,
Third Party,,734,0,0,0,0,0,0,0,0,0,1,1,1,Third Party ,23667,Low,#DC5034,PPA,3,,,
Third Party Lattice Play,,735,0,0,0,1,0,0,0,0,0,1,1000001,2,Third Party Lattice Play,16182,Low,#DC5034,PPA,4,,,
Trips,,736,0,0,0,0,1,0,0,0,0,0,100000,1, Trips  ,32489,Medium,#c1d82f,PPA,6,,,
Trips Lattice Play,,737,0,0,0,1,1,0,0,0,0,0,1100000,2, Trips  Lattice Play,168442,High,#7AB800,PPA,5,,,
Trips Third Party,,738,0,0,0,0,1,0,0,0,0,1,100001,2, Trips Third Party ,30000,Medium,#c1d82f,PPA,2,,,
Account's Play,,739,0,0,0,0,0,0,0,0,1,0,10,1,Account's Play ,33000,Medium,#c1d82f,PPA,2,,,
Account's Play Lattice Play,,740,0,0,0,1,0,0,0,0,1,0,1000010,2,Account's Play Lattice Play,19002,Low,#DC5034,PPA,5,,,
Account's Play Trips Lattice Play,,741,0,0,0,1,1,0,0,0,1,0,1100010,3,Account's Play Trips  Lattice Play,22707,Low,#DC5034,PPA,3,,,
Events,,742,0,0,1,0,0,0,0,0,0,0,10000000,1, Events,58500,High,#7AB800,PPA,2,,,
Events Lattice Play,,743,0,0,1,1,0,0,0,0,0,0,11000000,2, Events Lattice Play,20954,Low,#DC5034,PPA,3,,,
Events Third Party,,744,0,0,1,0,0,0,0,0,0,1,10000001,2, Events Third Party ,21000,Low,#DC5034,PPA,1,,,
Events Third Party Lattice Play,,745,0,0,1,1,0,0,0,0,0,1,11000001,3, Events Third Party Lattice Play,10000,Low,#DC5034,PPA,1,,,
Events Trips,,746,0,0,1,0,1,0,0,0,0,0,10100000,2, Events  Trips  ,88381,High,#7AB800,PPA,2,,,
Events Trips Third Party,,747,0,0,1,0,1,0,0,0,0,1,10100001,3, Events  Trips Third Party ,27549,Medium,#c1d82f,PPA,1,,,
Events Trips Third Party Lattice Play,,748,0,0,1,1,1,0,0,0,0,1,11100001,4, Events  Trips Third Party Lattice Play,36932,Medium,#c1d82f,PPA,5,,,
Online,,749,0,0,0,0,0,0,0,1,0,0,100,1,Online ,30957,Medium,#c1d82f,PPA,38,,,
Online Lattice Play,,750,0,0,0,1,0,0,0,1,0,0,1000100,2,Online Lattice Play,33168,Medium,#c1d82f,PPA,53,,,
Online Third Party,,751,0,0,0,0,0,0,0,1,0,1,101,2,Online Third Party ,21200,Low,#DC5034,PPA,3,,,
Online Third Party Lattice Play,,752,0,0,0,1,0,0,0,1,0,1,1000101,3,Online Third Party Lattice Play,21672,Low,#DC5034,PPA,4,,,
Online Trips,,753,0,0,0,0,1,0,0,1,0,0,100100,2,Online Trips  ,35739,Medium,#c1d82f,PPA,4,,,
Online Trips Lattice Play,,754,0,0,0,1,1,0,0,1,0,0,1100100,3,Online Trips  Lattice Play,38419,High,#7AB800,PPA,39,,,
Online Trips Third Party,,755,0,0,0,0,1,0,0,1,0,1,100101,3,Online Trips Third Party ,35000,Medium,#c1d82f,PPA,2,,,
Online Trips Third Party Lattice Play,,756,0,0,0,1,1,0,0,1,0,1,1100101,4,Online Trips Third Party Lattice Play,37632,High,#7AB800,PPA,12,,,
Online Account's Play,,757,0,0,0,0,0,0,0,1,1,0,110,2,Online Account's Play ,34570,Medium,#c1d82f,PPA,2,,,
Online Account's Play Lattice Play,,758,0,0,0,1,0,0,0,1,1,0,1000110,3,Online Account's Play Lattice Play,50336,High,#7AB800,PPA,12,,,
Online Account's Play Third Party,,759,0,0,0,0,0,0,0,1,1,1,111,3,Online Account's Play Third Party ,70000,High,#7AB800,PPA,1,,,
Online Account's Play Third Party Lattice Play,,760,0,0,0,1,0,0,0,1,1,1,1000111,4,Online Account's Play Third Party Lattice Play,20000,Low,#DC5034,PPA,2,,,
Online Account's Play Trips Lattice Play,,761,0,0,0,1,1,0,0,1,1,0,1100110,4,Online Account's Play Trips  Lattice Play,42379,High,#7AB800,PPA,18,,,
Online Account's Play Trips Third Party Lattice Play,,762,0,0,0,1,1,0,0,1,1,1,1100111,5,Online Account's Play Trips Third Party Lattice Play,27495,Medium,#c1d82f,PPA,10,,,
Online Account's Play Trips Try n' Buy Third Party Lattice Play,,763,0,0,0,1,1,0,1,1,1,1,1101111,6,Online Account's Play Trips  Try n' Buy Third Party Lattice Play,26711,Medium,#c1d82f,PPA,1,,,
Online Events Lattice Play,,764,0,0,1,1,0,0,0,1,0,0,11000100,3,Online Events Lattice Play,58571,High,#7AB800,PPA,7,,,
Online Events Third Party Lattice Play,,765,0,0,1,1,0,0,0,1,0,1,11000101,4,Online Events Third Party Lattice Play,18333,Low,#DC5034,PPA,3,,,
Online Events Trips,,766,0,0,1,0,1,0,0,1,0,0,10100100,3,Online Events  Trips  ,10000,Low,#DC5034,PPA,1,,,
Online Events Trips Lattice Play,,767,0,0,1,1,1,0,0,1,0,0,11100100,4,Online Events  Trips  Lattice Play,28561,Medium,#c1d82f,PPA,13,,,
Online Events Trips Third Party,,768,0,0,1,0,1,0,0,1,0,1,10100101,4,Online Events  Trips Third Party ,67160,High,#7AB800,PPA,1,,,
Online Events Trips Third Party Lattice Play,,769,0,0,1,1,1,0,0,1,0,1,11100101,5,Online Events  Trips Third Party Lattice Play,48155,High,#7AB800,PPA,27,,,
Online Events Trips Try n' Buy Third Party Lattice Play,,770,0,0,1,1,1,0,1,1,0,1,11101101,6,Online Events  Trips  Try n' Buy Third Party Lattice Play,25000,Low,#DC5034,PPA,1,,,
Online Events Account's Play Trips Lattice Play,,771,0,0,1,1,1,0,0,1,1,0,11100110,5,Online Events Account's Play Trips  Lattice Play,27125,Medium,#c1d82f,PPA,8,,,
Online Events Account's Play Trips Third Party Lattice Play,,772,0,0,1,1,1,0,0,1,1,1,11100111,6,Online Events Account's Play Trips Third Party Lattice Play,96379,High,#7AB800,PPA,18,,,
EM,EM DM,773,1,0,0,0,0,0,0,0,0,0,1000000000,1, EM,37042,Medium,#c1d82f,PPA,19,,,
EM Lattice Play,,774,1,0,0,1,0,0,0,0,0,0,1001000000,2, EM Lattice Play,22741,Low,#DC5034,PPA,14,,,
EM Third Party,,775,1,0,0,0,0,0,0,0,0,1,1000000001,2, EM Third Party ,10000,Low,#DC5034,PPA,1,,,
EM Third Party Lattice Play,,776,1,0,0,1,0,0,0,0,0,1,1001000001,3, EM Third Party Lattice Play,14167,Low,#DC5034,PPA,3,,,
EM Trips Lattice Play,,777,1,0,0,1,1,0,0,0,0,0,1001100000,3, EM  Trips  Lattice Play,48500,High,#7AB800,PPA,5,,,
EM Account's Play,,778,1,0,0,0,0,0,0,0,1,0,1000000010,2, EM Account's Play ,10095,Low,#DC5034,PPA,2,,,
EM Account's Play Lattice Play,,779,1,0,0,1,0,0,0,0,1,0,1001000010,3, EM Account's Play Lattice Play,38500,High,#7AB800,PPA,2,,,
EM Events,,780,1,0,1,0,0,0,0,0,0,0,1010000000,2, EM Events,34000,Medium,#c1d82f,PPA,1,,,
EM Events Trips,,781,1,0,1,0,1,0,0,0,0,0,1010100000,3, EM Events  Trips  ,30355,Medium,#c1d82f,PPA,5,,,
EM Events Trips Third Party Lattice Play,,782,1,0,1,1,1,0,0,0,0,1,1011100001,5, EM Events  Trips Third Party Lattice Play,42500,High,#7AB800,PPA,2,,,
EM Online,,783,1,0,0,0,0,0,0,1,0,0,1000000100,2, EM Online ,37552,Medium,#c1d82f,PPA,6,,,
EM Online Lattice Play,,784,1,0,0,1,0,0,0,1,0,0,1001000100,3, EM Online Lattice Play,26220,Medium,#c1d82f,PPA,28,,,
EM Online Third Party,,785,1,0,0,0,0,0,0,1,0,1,1000000101,3, EM Online Third Party ,5000,Low,#DC5034,PPA,1,,,
EM Online Third Party Lattice Play,,786,1,0,0,1,0,0,0,1,0,1,1001000101,4, EM Online Third Party Lattice Play,30000,Medium,#c1d82f,PPA,1,,,
EM Online Trips,,787,1,0,0,0,1,0,0,1,0,0,1000100100,3, EM Online Trips  ,35000,Medium,#c1d82f,PPA,2,,,
EM Online Trips Lattice Play,,788,1,0,0,1,1,0,0,1,0,0,1001100100,4, EM Online Trips  Lattice Play,31372,Medium,#c1d82f,PPA,7,,,
EM Online Trips Third Party,,789,1,0,0,0,1,0,0,1,0,1,1000100101,4, EM Online Trips Third Party ,49000,High,#7AB800,PPA,1,,,
EM Online Trips Third Party Lattice Play,,790,1,0,0,1,1,0,0,1,0,1,1001100101,5, EM Online Trips Third Party Lattice Play,75832,High,#7AB800,PPA,6,,,
EM Online Account's Play Lattice Play,,791,1,0,0,1,0,0,0,1,1,0,1001000110,4, EM Online Account's Play Lattice Play,10000,Low,#DC5034,PPA,1,,,
EM Online Account's Play Third Party Lattice Play,,792,1,0,0,1,0,0,0,1,1,1,1001000111,5, EM Online Account's Play Third Party Lattice Play,11847,Low,#DC5034,PPA,1,,,
EM Online Account's Play Trips Lattice Play,,793,1,0,0,1,1,0,0,1,1,0,1001100110,5, EM Online Account's Play Trips  Lattice Play,45000,High,#7AB800,PPA,4,,,
EM Online Account's Play Trips Third Party Lattice Play,,794,1,0,0,1,1,0,0,1,1,1,1001100111,6, EM Online Account's Play Trips Third Party Lattice Play,52340,High,#7AB800,PPA,2,,,
EM Online Events,,795,1,0,1,0,0,0,0,1,0,0,1010000100,3, EM Online Events,2600,Low,#DC5034,PPA,1,,,
EM Online Events Lattice Play,,796,1,0,1,1,0,0,0,1,0,0,1011000100,4, EM Online Events Lattice Play,9733,Low,#DC5034,PPA,3,,,
EM Online Events Third Party Lattice Play,,797,1,0,1,1,0,0,0,1,0,1,1011000101,5, EM Online Events Third Party Lattice Play,5000,Low,#DC5034,PPA,1,,,
EM Online Events Trips Lattice Play,,798,1,0,1,1,1,0,0,1,0,0,1011100100,5, EM Online Events  Trips  Lattice Play,21000,Low,#DC5034,PPA,3,,,
EM Online Events Trips Third Party Lattice Play,,799,1,0,1,1,1,0,0,1,0,1,1011100101,6, EM Online Events  Trips Third Party Lattice Play,60000,High,#7AB800,PPA,2,,,
EM Online Events Account's Play,,800,1,0,1,0,0,0,0,1,1,0,1010000110,4, EM Online Events Account's Play ,50000,High,#7AB800,PPA,1,,,
EM Online Events Account's Play Trips Lattice Play,,801,1,0,1,1,1,0,0,1,1,0,1011100110,6, EM Online Events Account's Play Trips  Lattice Play,20000,Low,#DC5034,PPA,1,,,
DM,,802,0,1,0,0,0,0,0,0,0,0,100000000,1,DM ,28844,Medium,#c1d82f,PPA,44,,,
DM Lattice Play,,803,0,1,0,1,0,0,0,0,0,0,101000000,2,DM Lattice Play,21719,Low,#DC5034,PPA,23,,,
DM Third Party,,804,0,1,0,0,0,0,0,0,0,1,100000001,2,DM Third Party ,51158,High,#7AB800,PPA,2,,,
DM Trips Lattice Play,,805,0,1,0,1,1,0,0,0,0,0,101100000,3,DM Trips  Lattice Play,21000,Low,#DC5034,PPA,1,,,
DM Account's Play,,806,0,1,0,0,0,0,0,0,1,0,100000010,2,DM Account's Play ,23500,Low,#DC5034,PPA,4,,,
DM Online,,807,0,1,0,0,0,0,0,1,0,0,100000100,2,DM Online ,36583,Medium,#c1d82f,PPA,17,,,
DM Online Lattice Play,,808,0,1,0,1,0,0,0,1,0,0,101000100,3,DM Online Lattice Play,28219,Medium,#c1d82f,PPA,27,,,
DM Online Third Party Lattice Play,,809,0,1,0,1,0,0,0,1,0,1,101000101,4,DM Online Third Party Lattice Play,5000,Low,#DC5034,PPA,1,,,
DM Online Trips,,810,0,1,0,0,1,0,0,1,0,0,100100100,3,DM Online Trips  ,16000,Low,#DC5034,PPA,1,,,
DM Online Trips Lattice Play,,811,0,1,0,1,1,0,0,1,0,0,101100100,4,DM Online Trips  Lattice Play,39102,High,#7AB800,PPA,8,,,
DM Online Account's Play,,812,0,1,0,0,0,0,0,1,1,0,100000110,3,DM Online Account's Play ,10000,Low,#DC5034,PPA,1,,,
DM Online Account's Play Lattice Play,,813,0,1,0,1,0,0,0,1,1,0,101000110,4,DM Online Account's Play Lattice Play,24596,Low,#DC5034,PPA,8,,,
DM Online Account's Play Third Party Lattice Play,,814,0,1,0,1,0,0,0,1,1,1,101000111,5,DM Online Account's Play Third Party Lattice Play,25000,Low,#DC5034,PPA,1,,,
DM Online Events Lattice Play,,815,0,1,1,1,0,0,0,1,0,0,111000100,4,DM Online Events Lattice Play,93823,High,#7AB800,PPA,3,,,
DM Online Events Trips Lattice Play,,816,0,1,1,1,1,0,0,1,0,0,111100100,5,DM Online Events  Trips  Lattice Play,26000,Low,#DC5034,PPA,1,,,
DM Online Events Account's Play Trips Lattice Play,,817,0,1,1,1,1,0,0,1,1,0,111100110,6,DM Online Events Account's Play Trips  Lattice Play,19500,Low,#DC5034,PPA,1,,,
DM EM,,818,1,1,0,0,0,0,0,0,0,0,1100000000,2,DM EM,31547,Medium,#c1d82f,PPA,244,,,
DM EM Lattice Play,,819,1,1,0,1,0,0,0,0,0,0,1101000000,3,DM EM Lattice Play,25918,Low,#DC5034,PPA,174,,,
DM EM Third Party,,820,1,1,0,0,0,0,0,0,0,1,1100000001,3,DM EM Third Party ,25008,Low,#DC5034,PPA,22,,,
DM EM Third Party Lattice Play,,821,1,1,0,1,0,0,0,0,0,1,1101000001,4,DM EM Third Party Lattice Play,55667,High,#7AB800,PPA,9,,,
DM EM Trips,,822,1,1,0,0,1,0,0,0,0,0,1100100000,3,DM EM  Trips  ,37909,High,#7AB800,PPA,53,,,
DM EM Trips Lattice Play,,823,1,1,0,1,1,0,0,0,0,0,1101100000,4,DM EM  Trips  Lattice Play,37671,High,#7AB800,PPA,99,,,
DM EM Trips Third Party,,824,1,1,0,0,1,0,0,0,0,1,1100100001,4,DM EM  Trips Third Party ,27561,Medium,#c1d82f,PPA,4,,,
